Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha	alpha_indicator	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	kappa	p_inv	p_inv_indicator	pi[1]	pi[2]	pi[3]	pi[4]	Q_indicator	site_rates[1]	site_rates[2]	site_rates[3]	site_rates[4]	sub_rate	sub_rate_vec[1]	sub_rate_vec[2]	sub_rate_vec[3]	sub_rate_vec[4]	sub_rate_vec[5]	TL
1294	0	-2546504	-2546518	13.60916	4.186628e+07	1	0.0146906	0.014914	0.00445136	0.121062	0.00236117	0.111727	0.0473426	0.136927	0.867703	0.00399142	0.00923984	0.00452133	0.00494122	0.0347274	0.00534106	0.0172442	0.00312658	0.0225381	0.526109	0.202224	0.0426157	0.193079	0.0134342	9.857824e-07	0	0	0.282136	0.216446	0.21753	0.283888	4	0.999803	0.99995	1.00005	1.0002	0.8443554	0.00157505	0.00125356	0.341153	0.00188706	0.844355	1.404312
1295	1	-2545832	-2545839	6.967829	6.059443e+07	1	0.00745421	0.0176866	0.00536907	0.144476	0.00297267	0.134708	0.0567977	0.16299	1.03462	0.00463111	0.00627029	0.0108136	0.0209125	0.00345115	0.0415513	0.0102299	0.0110667	0.203457	0.271862	0.0304268	0.131514	0.00889253	0.353847	6.000145e-08	0	0	0.282698	0.21764	0.217674	0.281988	4	0.999837	0.999958	1.00004	1.00016	0.7077662	0.00473003	0.00176582	0.183111	0.0501946	0.707766	1.675998
1296	0	-2546494	-2546522	27.70073	1e+08	0	0.0146446	0.0150334	0.00463952	0.120377	0.0024239	0.111023	0.0466344	0.135483	0.865704	0.00388966	0.00914515	0.00429524	0.00495635	0.0342923	0.00526654	0.017468	0.00320771	0.152865	0.089574	0.00507497	0.140539	0.322727	0.289219	2.213449e-05	0	0	0.282724	0.21642	0.217287	0.283569	4	0.999873	0.999968	1.00003	1.00013	0.8487584	0.00301779	0.223388	0.0719427	0.00209695	0.848758	1.398483
1297	1	-2545835	-2545841	5.914856	7722468	1	0.00736924	0.0180345	0.00538228	0.145286	0.0029932	0.133418	0.0569084	0.164255	1.03701	0.00459158	0.0061476	0.0108953	0.0212279	0.00381048	0.0415299	0.0102029	0.0110376	0.38016	0.00321818	0.158781	0.338556	0.113597	0.00568834	1.76711e-07	0	0	0.282591	0.217557	0.217972	0.28188	4	0.999543	0.999883	1.00012	1.00046	0.7055442	0.0011313	0.0385604	0.00754644	0.643533	0.705544	1.6801
1298	0	-2546491	-2546520	29.0651	1e+08	0	0.0146102	0.0147932	0.00442965	0.121195	0.00239105	0.111662	0.0464384	0.135786	0.867128	0.0039578	0.00931958	0.00379642	0.00514906	0.0352037	0.00529584	0.0174758	0.00304169	0.0307181	0.034027	0.402717	0.431959	0.0270529	0.0735253	7.957147e-07	0	0	0.282306	0.217578	0.216965	0.28315	4	0.999873	0.999968	1.00003	1.00013	0.8477074	0.0744103	0.00265485	0.0355588	0.00358804	0.847707	1.401674
1299	1	-2545839	-2545844	4.697811	7.285601e+07	1	0.00734591	0.0176296	0.00565849	0.145213	0.00275506	0.134345	0.0564212	0.164097	1.03726	0.00466774	0.0061544	0.0110318	0.0208263	0.00370272	0.0416916	0.0104826	0.011118	0.645926	0.014301	0.174406	0.0291061	0.0307386	0.105522	8.868875e-06	0	0	0.282384	0.217398	0.218543	0.281674	4	0.999851	0.999961	1.00004	1.00015	0.7056947	0.00789795	0.037018	0.00322839	0.755552	0.705695	1.680403
1300	0	-2546507	-2546520	12.94463	8.916728e+07	1	0.0143883	0.0146758	0.00460387	0.12076	0.00244	0.112238	0.0475368	0.13703	0.86881	0.00385664	0.00902254	0.00387059	0.00524988	0.0354706	0.00523301	0.0176279	0.0030856	0.0241215	0.0308523	0.0766082	0.124011	0.205293	0.539114	7.217858e-06	0	0	0.282437	0.21729	0.217498	0.282775	4	0.999865	0.999966	1.00003	1.00013	0.8450917	0.00246896	0.00107501	0.0862712	0.0106097	0.845092	1.4059
1301	1	-2545822	-2545843	21.62633	1e+08	0	0.00743795	0.0175255	0.00539971	0.145121	0.00290592	0.133183	0.0559816	0.16369	1.03071	0.00456682	0.00627676	0.0103346	0.0208799	0.00353354	0.0417575	0.0105047	0.011118	0.717292	0.0123282	0.0559259	0.139502	0.0499478	0.0250044	5.0571e-07	0	0	0.282582	0.217664	0.217737	0.282018	4	0.999873	0.999968	1.00003	1.00013	0.7086631	0.249179	0.0270302	0.0185569	0.0277761	0.708663	1.670929
1302	0	-2546491	-2546518	26.55986	1e+08	0	0.0142748	0.0151858	0.00459664	0.122687	0.00242919	0.113579	0.0478485	0.137051	0.870705	0.00386394	0.00926045	0.00396033	0.0052197	0.0353019	0.00526034	0.0179555	0.00306258	0.12267	0.401098	0.0917771	0.00269606	0.269621	0.112139	5.262922e-06	0	0	0.282437	0.21729	0.217498	0.282775	4	0.999873	0.999968	1.00003	1.00013	0.8405566	0.262787	0.00502092	0.111432	0.00190492	0.840557	1.412241
1303	1	-2545818	-2545837	19.18927	1e+08	0	0.00729681	0.0179061	0.00524143	0.144633	0.00279	0.133189	0.0564359	0.16174	1.03145	0.00470142	0.00636865	0.0105051	0.0209831	0.00366378	0.0413885	0.0104452	0.0109583	0.129339	0.0141172	0.100871	0.0561459	0.273666	0.425861	6.751791e-06	0	0	0.282305	0.21745	0.217523	0.282722	4	0.999873	0.999968	1.00003	1.00013	0.7109358	0.063659	0.0101146	0.994124	0.0626101	0.710936	1.669699
1304	0	-2546494	-2546518	23.99781	1e+08	0	0.0147677	0.0149088	0.00458887	0.122859	0.00236493	0.113876	0.0482668	0.137552	0.881264	0.00395545	0.00937048	0.00382263	0.00541173	0.0351613	0.00543787	0.0178896	0.00310449	0.00684397	0.304317	0.426379	0.00409863	0.245841	0.0125205	7.18293e-06	0	0	0.281634	0.217533	0.217742	0.283091	4	0.999873	0.999968	1.00003	1.00013	0.8321085	0.917186	0.264059	0.00387532	0.00345296	0.832109	1.424602
1305	1	-2545836	-2545846	9.477227	4.107209e+07	1	0.00760416	0.0177987	0.00566041	0.144562	0.00292509	0.135278	0.0571193	0.161313	1.03085	0.00447449	0.00627253	0.0109161	0.0211356	0.00382065	0.041002	0.0101498	0.0106026	0.0242844	0.122493	0.284288	0.0768239	0.0816484	0.410463	2.357921e-07	0	0	0.282392	0.217518	0.217591	0.2825	4	0.999802	0.999949	1.00005	1.0002	0.7075814	0.00197551	0.120679	0.0058494	0.00468453	0.707581	1.671482
1306	0	-2546510	-2546523	13.01941	7.155924e+07	1	0.0149394	0.0154012	0.00454519	0.122519	0.00243755	0.114108	0.0478444	0.138986	0.879054	0.00404604	0.00955786	0.00438823	0.00519757	0.0358227	0.00532494	0.0180288	0.00310075	0.072739	0.20604	0.11823	0.472873	0.0128171	0.117301	1.65899e-05	0	0	0.281432	0.218096	0.217585	0.282888	4	0.99985	0.999962	1.00004	1.00015	0.8320617	0.065569	0.00523181	0.00326147	0.00168553	0.832062	1.425302
1307	1	-2545837	-2545841	4.321161	4.143108e+07	1	0.0076134	0.0178622	0.00521548	0.143997	0.00298657	0.133654	0.0572047	0.163699	1.03184	0.00470618	0.00623918	0.0106987	0.0212943	0.00356305	0.0411811	0.0106478	0.0108975	0.264039	0.381919	0.0969828	0.0699146	0.166755	0.0203888	5.659439e-07	0	0	0.282392	0.217518	0.217591	0.2825	4	0.999803	0.999949	1.00005	1.0002	0.7078768	0.0036052	0.47041	0.00402924	0.162787	0.707877	1.673303
1308	0	-2546521	-2546520	-1.566047	1.16023e+07	1	0.0145403	0.0150552	0.00480142	0.123791	0.00246387	0.11494	0.0479373	0.138462	0.886141	0.00414969	0.00967104	0.00437769	0.00485419	0.0352994	0.00533575	0.0179363	0.00313908	0.150456	0.181509	0.268032	0.069651	0.27028	0.0600708	3.316199e-07	0	0	0.281432	0.218096	0.217585	0.282888	4	0.999627	0.999905	1.0001	1.00037	0.8308043	0.0621159	0.225376	0.470755	0.573672	0.830804	1.432895
1309	1	-2545836	-2545836	-0.317614	5.93687e+07	1	0.00726984	0.0181024	0.0053809	0.145191	0.00294824	0.134532	0.0571277	0.163343	1.03786	0.00461704	0.00635495	0.0111723	0.0208669	0.00378688	0.0416517	0.0104469	0.0109285	0.0246043	0.307792	0.0469124	0.435749	0.0285459	0.156396	1.769527e-07	0	0	0.282392	0.217518	0.217591	0.2825	4	0.999835	0.999958	1.00004	1.00016	0.7050418	0.0360518	0.0631638	0.128475	0.363445	0.705042	1.681578
1310	0	-2546488	-2546519	30.81706	1e+08	0	0.0149972	0.015189	0.0047842	0.123095	0.00239644	0.114634	0.0477575	0.137978	0.886141	0.00392061	0.00914698	0.00417403	0.00488156	0.035301	0.00533639	0.0180007	0.00313908	0.309225	0.185695	0.183151	0.229228	0.0123434	0.0803577	3.187049e-06	0	0	0.281601	0.217942	0.217768	0.282688	4	0.999873	0.999968	1.00003	1.00013	0.8325546	0.0093884	0.00320065	0.0541369	0.00204321	0.832555	1.430872
1311	1	-2545838	-2545840	1.154429	6.888627e+07	1	0.00732492	0.0179223	0.00563248	0.144241	0.00296437	0.134298	0.0567574	0.161675	1.0351	0.00460826	0.00636371	0.0107201	0.0210622	0.00380592	0.0416528	0.0107595	0.0112212	0.108974	0.233703	0.128889	0.16791	0.120739	0.239786	4.645978e-06	0	0	0.282089	0.217609	0.217683	0.282619	4	0.999846	0.99996	1.00004	1.00015	0.7064581	0.0028629	0.0740537	0.584488	0.207533	0.706458	1.676112
1312	0	-2546486	-2546515	29.97997	1e+08	0	0.0149537	0.0150126	0.00465971	0.123205	0.00247364	0.114743	0.0481223	0.138054	0.883113	0.00389207	0.00961553	0.0046199	0.00489793	0.0352004	0.00517176	0.0177571	0.00323148	0.208198	0.051515	0.246646	0.391453	0.0388394	0.0633483	2.09503e-06	0	0	0.281981	0.216887	0.218062	0.28307	4	0.999873	0.999968	1.00003	1.00013	0.8327459	0.198092	0.00438782	0.00187377	0.00481487	0.832746	1.428723
1313	1	-2545837	-2545843	6.193134	2.393045e+07	1	0.0071866	0.018071	0.00563625	0.144723	0.00274644	0.133437	0.0573053	0.162416	1.03731	0.00451747	0.00632276	0.0108965	0.0210063	0.00386398	0.0413296	0.0102491	0.0114197	0.04959	0.0844409	0.00137719	0.533811	0.216753	0.114029	1.054365e-05	0	0	0.28202	0.217556	0.217629	0.282795	4	0.99974	0.999934	1.00007	1.00026	0.7076125	0.00304124	0.0814097	0.00119245	0.550735	0.707613	1.678441
1314	0	-2546493	-2546520	26.59368	1e+08	0	0.0147702	0.0147425	0.00465393	0.122864	0.00256468	0.113148	0.0480078	0.138069	0.8789	0.00395299	0.00908216	0.00436628	0.00520652	0.0353103	0.00552952	0.0176662	0.00308041	0.265068	0.0956521	0.0859856	0.027216	0.249449	0.276629	3.878582e-06	0	0	0.281656	0.216985	0.218161	0.283198	4	0.999873	0.999968	1.00003	1.00013	0.8334153	0.0103722	0.00279135	0.0686773	0.124675	0.833415	1.421916
1315	1	-2545834	-2545845	10.71435	9538723	1	0.00727333	0.0181992	0.00539942	0.144468	0.00290425	0.134082	0.0561464	0.163174	1.0272	0.00493596	0.00645498	0.0104326	0.0210864	0.00352061	0.0417664	0.0103819	0.011296	0.204063	0.22683	0.293333	0.0369904	0.152835	0.0859479	3.072212e-06	0	0	0.282235	0.217415	0.217739	0.282611	4	0.999588	0.999895	1.00011	1.00041	0.7104205	0.00135975	0.00296462	0.36951	0.00130321	0.710421	1.66872
1316	0	-2546511	-2546517	6.386159	8.81443e+07	1	0.0143479	0.0148826	0.00466614	0.122576	0.00243914	0.11289	0.0476752	0.138221	0.872019	0.00386564	0.00917287	0.00436539	0.00484249	0.0348781	0.00523322	0.0175987	0.00292526	0.136305	0.0134438	0.0160613	0.150168	0.439835	0.244186	1.355466e-06	0	0	0.281524	0.217352	0.218059	0.283065	4	0.999864	0.999966	1.00003	1.00014	0.839759	0.0898736	0.00952539	0.00941461	0.20005	0.839759	1.4126
1317	1	-2545825	-2545845	20.00723	1e+08	0	0.00715726	0.0179342	0.00532635	0.144467	0.0028613	0.133425	0.0568375	0.16123	1.02988	0.00482306	0.00642262	0.0108503	0.0211907	0.00375388	0.0411001	0.0105347	0.0116192	0.149002	0.332005	0.00971573	0.328239	0.0997989	0.0812398	3.234783e-07	0	0	0.282016	0.218467	0.217571	0.281946	4	0.999873	0.999968	1.00003	1.00013	0.7089983	0.00167291	0.367425	0.137656	0.2102	0.708998	1.669416
1318	0	-2546516	-2546520	3.697964	9.384021e+07	1	0.0146936	0.0150434	0.00472475	0.122195	0.00236518	0.112509	0.0477415	0.137278	0.876948	0.00408477	0.00973572	0.0046943	0.00474673	0.0347735	0.00531614	0.017517	0.00300609	0.0988074	0.0284325	0.103399	0.104373	0.0261547	0.638834	1.09712e-05	0	0	0.282993	0.216907	0.217613	0.282487	4	0.999869	0.999966	1.00003	1.00013	0.8391756	0.0148676	0.130411	0.428853	0.0272039	0.839176	1.417373
1319	1	-2545825	-2545845	20.40051	1e+08	0	0.00727994	0.01792	0.00561063	0.14385	0.00278945	0.133453	0.0557929	0.161017	1.02722	0.00457155	0.00647291	0.0104927	0.0211066	0.00368354	0.041442	0.0106587	0.0110845	0.295293	0.0517381	0.265029	0.024996	0.125724	0.237221	1.373009e-06	0	0	0.283052	0.218152	0.217257	0.281539	4	0.999873	0.999968	1.00003	1.00013	0.7132681	0.00112661	0.818682	0.0171418	0.79306	0.713268	1.664446
1320	0	-2546512	-2546519	7.305424	5.410792e+07	1	0.0147529	0.0149289	0.0047429	0.122006	0.00223337	0.112716	0.0478676	0.137495	0.877301	0.00371424	0.00900838	0.00433969	0.00492163	0.0348001	0.00537597	0.0178321	0.00307712	0.0639577	0.0149027	0.23291	0.273638	0.216429	0.198163	6.349175e-07	0	0	0.282377	0.217094	0.2178	0.28273	4	0.999827	0.999956	1.00004	1.00017	0.8387192	0.0284292	0.00462733	0.0097598	0.479324	0.838719	1.417112
1321	1	-2545837	-2545847	9.126971	5.707383e+07	1	0.00738581	0.0181016	0.00552376	0.145426	0.00282339	0.133863	0.0565258	0.162148	1.02854	0.00470046	0.00632345	0.010987	0.0213044	0.00371905	0.0412809	0.0101867	0.0107442	0.0347928	0.274166	0.182431	0.0915453	0.0541117	0.362954	3.925452e-06	0	0	0.282095	0.217415	0.216523	0.283967	4	0.999832	0.999957	1.00004	1.00017	0.7083002	0.00112725	0.00105672	0.226436	0.0350008	0.7083	1.669584
1322	0	-2546488	-2546517	29.46857	1e+08	0	0.0147529	0.0150135	0.00476009	0.121191	0.00253777	0.112926	0.0480742	0.13733	0.879638	0.00401557	0.00935444	0.00438104	0.00481941	0.0347851	0.00528853	0.0176409	0.0029779	0.0664029	0.0807522	0.130039	0.29469	0.223175	0.204941	6.136288e-06	0	0	0.282377	0.217094	0.2178	0.28273	4	0.999873	0.999968	1.00003	1.00013	0.8384772	0.00305875	0.0382763	0.010503	0.0115838	0.838477	1.419487
1323	1	-2545833	-2545842	8.729082	1.094169e+07	1	0.00727578	0.0177654	0.00542612	0.143097	0.0027412	0.132738	0.0562468	0.161263	1.02526	0.00458607	0.00614339	0.0107814	0.0211207	0.00364403	0.0406859	0.0106958	0.0108511	0.345579	0.0202267	0.0215911	0.302853	0.0991815	0.210569	4.187694e-06	0	0	0.283116	0.217019	0.217306	0.282559	4	0.999616	0.999902	1.0001	1.00038	0.7120888	0.0204664	0.00422401	0.0456397	0.00388685	0.712089	1.660324
1324	0	-2546488	-2546515	26.4805	1e+08	0	0.0145254	0.0150208	0.00472053	0.122063	0.00245814	0.113658	0.0477182	0.138184	0.87799	0.00398804	0.00935802	0.00431113	0.00496212	0.0347396	0.00543739	0.0173241	0.00305424	0.187455	0.247739	0.16583	0.0587783	0.161797	0.1784	9.403711e-06	0	0	0.282101	0.217345	0.217587	0.282967	4	0.999873	0.999968	1.00003	1.00013	0.83593	0.00494656	0.425257	0.00466929	0.0288634	0.83593	1.419512
1325	1	-2545837	-2545843	5.183513	1.090749e+07	1	0.00701192	0.0179012	0.00542166	0.144374	0.00270293	0.133019	0.0560567	0.160899	1.02739	0.00447446	0.0061559	0.0106268	0.0212881	0.00360897	0.0412537	0.0106177	0.0107908	0.193741	0.144921	0.165488	0.036152	0.0991564	0.360541	2.560388e-06	0	0	0.282926	0.217543	0.217161	0.28237	4	0.999615	0.999902	1.0001	1.00038	0.7127288	0.0125047	0.046952	0.00376289	0.232648	0.712729	1.66359
1326	0	-2546484	-2546516	32.5545	1e+08	0	0.0151124	0.0152425	0.00467595	0.122974	0.00236574	0.113468	0.0486764	0.137527	0.881395	0.00377973	0.00919699	0.0043683	0.00508049	0.0350411	0.0052467	0.0180384	0.00323999	0.161009	0.0658646	0.16976	0.129575	0.0326001	0.441191	4.227023e-07	0	0	0.282101	0.217345	0.217587	0.282967	4	0.999873	0.999968	1.00003	1.00013	0.8337641	0.00130643	0.00289341	0.0148116	0.0110151	0.833764	1.425429
1327	1	-2545831	-2545851	20.43752	1e+08	0	0.0073621	0.0179096	0.00510099	0.144157	0.00286672	0.132384	0.0564357	0.158751	1.02546	0.00443463	0.00638054	0.0108049	0.0214101	0.00384043	0.0412498	0.0102041	0.0109758	0.389583	0.102487	0.0334721	0.139756	0.111145	0.223556	7.942341e-07	0	0	0.28277	0.217372	0.21699	0.282868	4	0.999873	0.999968	1.00003	1.00013	0.7157788	0.0341854	0.222255	0.0702828	0.0236376	0.715779	1.659726
1328	0	-2546507	-2546520	12.81974	8.376606e+07	1	0.0145217	0.0150542	0.00477132	0.122985	0.00256756	0.114491	0.047772	0.138852	0.874831	0.00396628	0.00917185	0.00424535	0.00503706	0.0352018	0.00539593	0.0182116	0.00306443	0.0452159	0.359208	0.0294244	0.144495	0.246507	0.175149	5.697474e-07	0	0	0.282065	0.217318	0.217938	0.282679	4	0.999861	0.999964	1.00004	1.00014	0.8364214	0.00132066	0.225621	0.00129771	0.00623761	0.836421	1.420141
1329	1	-2545836	-2545843	7.245217	5.875561e+07	1	0.00722647	0.0179707	0.0053032	0.142097	0.00294012	0.132261	0.0560279	0.160587	1.02614	0.00464393	0.00620301	0.0108095	0.0207235	0.0036652	0.0403256	0.0100459	0.0112025	0.0243813	0.320467	0.38025	0.244398	0.0230322	0.00747147	5.651509e-06	0	0	0.28277	0.217372	0.21699	0.282868	4	0.999834	0.999958	1.00004	1.00017	0.7153635	0.0317224	0.00152013	0.0304115	0.0469015	0.715363	1.658177
1330	0	-2546493	-2546520	27.14046	1e+08	0	0.0149758	0.015375	0.00467175	0.122443	0.00255663	0.114773	0.0482187	0.137456	0.881233	0.00391444	0.00927028	0.00405273	0.0051631	0.0352111	0.00545721	0.0177698	0.00299685	0.0422142	0.0549248	0.193136	0.122413	0.215007	0.372306	9.564424e-06	0	0	0.281828	0.216939	0.217755	0.283478	4	0.999873	0.999968	1.00003	1.00013	0.8318562	0.00381027	0.0904209	0.0260073	0.0154728	0.831856	1.425539
1331	1	-2545832	-2545841	8.249717	9351868	1	0.00674753	0.017806	0.00548622	0.1445	0.00290486	0.133742	0.0563254	0.161434	1.02431	0.00467332	0.00636357	0.010622	0.0206502	0.00360815	0.0406732	0.010425	0.0112923	0.145857	0.203979	0.0215088	0.00367843	0.473904	0.151072	1.785035e-06	0	0	0.282688	0.217598	0.216927	0.282786	4	0.999584	0.999894	1.00011	1.00042	0.7117535	0.193103	0.00114109	0.0015491	0.0717021	0.711753	1.661562
1332	0	-2546489	-2546517	28.85958	1e+08	0	0.0144939	0.014929	0.00468917	0.122271	0.00245985	0.112223	0.0479522	0.137611	0.872727	0.00411779	0.00948988	0.0041485	0.00509236	0.0347228	0.00527883	0.0177045	0.00296253	0.13811	0.252907	0.0427247	0.218645	0.0715376	0.276076	6.833727e-06	0	0	0.281579	0.217717	0.217476	0.283228	4	0.999873	0.999968	1.00003	1.00013	0.8405671	0.0232108	0.0030101	0.232546	0.00171786	0.840567	1.412873
1333	1	-2545817	-2545846	28.86713	1e+08	0	0.00692915	0.017435	0.0055214	0.144488	0.00280718	0.133742	0.0564714	0.160989	1.03339	0.00455164	0.0061445	0.0104827	0.0208715	0.00358491	0.0417039	0.0106132	0.0113468	0.00892187	0.22814	0.564145	0.076834	0.065847	0.0561118	2.42081e-06	0	0	0.283356	0.216711	0.217023	0.282911	4	0.999873	0.999968	1.00003	1.00013	0.7096685	0.00370408	0.0414603	0.00708193	0.00228127	0.709668	1.671077
1334	0	-2546495	-2546514	19.94876	1e+08	0	0.0144939	0.0151255	0.00462994	0.122232	0.00235442	0.112346	0.0479524	0.136846	0.872488	0.00393447	0.00938562	0.00432172	0.00507246	0.0349001	0.00526886	0.0173402	0.00316342	0.120532	0.0959953	0.129024	0.24524	0.0488528	0.360356	6.177113e-06	0	0	0.281579	0.217717	0.217476	0.283228	4	0.999873	0.999968	1.00003	1.00013	0.8393743	0.0119741	0.907316	0.214872	0.0896487	0.839374	1.411855
1335	1	-2545845	-2545847	2.070055	3.101514e+07	1	0.00701726	0.0178244	0.00526855	0.144645	0.00279069	0.13463	0.0567989	0.161564	1.02883	0.00447129	0.00625323	0.0108083	0.0209352	0.00358555	0.0424096	0.0107051	0.0112137	0.334549	0.055838	0.0520706	0.166394	0.13143	0.259719	2.124118e-07	0	0	0.282833	0.217951	0.216827	0.282389	4	0.999772	0.999942	1.00006	1.00023	0.7088676	0.130274	0.00151558	0.118911	0.465659	0.708868	1.669747
1336	0	-2546487	-2546517	30.48203	1e+08	0	0.0148866	0.0152502	0.00456509	0.122484	0.00223947	0.113061	0.047352	0.13635	0.874037	0.00391851	0.00943167	0.00427228	0.00501382	0.0347538	0.00522311	0.0173806	0.00321869	0.0351275	0.171569	0.0445033	0.273413	0.429719	0.0456678	5.077096e-06	0	0	0.281754	0.217852	0.21761	0.282784	4	0.999873	0.999968	1.00003	1.00013	0.8405393	0.00332768	0.31385	0.00165145	0.00317669	0.840539	1.413439
1337	1	-2545830	-2545842	11.30936	7.80297e+07	1	0.00732638	0.0181355	0.00519597	0.144608	0.00282055	0.134312	0.0568581	0.161459	1.03436	0.0047516	0.00624179	0.0108183	0.0213798	0.00367519	0.0411696	0.0104954	0.0109851	0.0455392	0.0696063	0.064682	0.271352	0.307659	0.241162	3.691773e-06	0	0	0.282925	0.217671	0.216909	0.282495	4	0.999856	0.999963	1.00004	1.00014	0.708882	0.00652035	0.0622526	0.00214748	0.00116078	0.708882	1.67459
1338	0	-2546489	-2546516	26.55907	1e+08	0	0.0146902	0.0150896	0.00463095	0.121885	0.002527	0.112102	0.0473815	0.137211	0.872984	0.00395658	0.00915132	0.00421168	0.0050655	0.0345199	0.0049881	0.0174217	0.00300237	0.117664	0.097056	0.140026	0.0862995	0.534592	0.0243622	6.339725e-07	0	0	0.281754	0.217852	0.21761	0.282784	4	0.999873	0.999968	1.00003	1.00013	0.8412707	0.0540344	0.0313234	0.00452939	0.0370554	0.841271	1.410818
1339	1	-2545836	-2545842	6.214078	4.149267e+07	1	0.00752652	0.0180538	0.00540122	0.145687	0.00294903	0.134607	0.056417	0.162162	1.02964	0.00472329	0.00626877	0.0106887	0.0207137	0.00375504	0.0413815	0.0106433	0.0112971	0.253013	0.361966	0.0402338	0.0124042	0.327972	0.0044111	3.771969e-06	0	0	0.282491	0.217338	0.218109	0.282062	4	0.999803	0.999949	1.00005	1.0002	0.7093428	0.0628588	0.00246931	0.986185	0.0011076	0.709343	1.671918
1340	0	-2546511	-2546523	11.94194	1.894227e+07	1	0.0148987	0.0146046	0.00458086	0.120137	0.00238291	0.111612	0.0471682	0.135772	0.867752	0.00385343	0.00934479	0.00450467	0.00473305	0.034421	0.00538871	0.0173969	0.00313054	0.353982	0.299163	0.0213866	0.180983	0.032684	0.111801	3.055883e-05	0	0	0.281754	0.217852	0.21761	0.282784	4	0.999708	0.999925	1.00007	1.00029	0.8479607	0.00453538	0.0130636	0.0161005	0.00721575	0.847961	1.401681
1341	1	-2545820	-2545845	24.59022	1e+08	0	0.00728677	0.0181397	0.00529274	0.145461	0.00307261	0.134607	0.0576125	0.163991	1.04482	0.00471062	0.00639943	0.0110971	0.0207715	0.00374236	0.041603	0.0107593	0.011009	0.0850721	0.201651	0.109821	0.492923	0.0263424	0.0841906	7.395885e-06	0	0	0.282479	0.217341	0.218113	0.282067	4	0.999873	0.999968	1.00003	1.00013	0.7044048	0.00898409	0.0120385	0.00449231	0.305491	0.704405	1.690372
1342	0	-2546498	-2546517	19.05904	1e+08	0	0.0144885	0.0146977	0.00459418	0.120832	0.00236006	0.113047	0.0470405	0.136643	0.867811	0.00383057	0.00932187	0.0044126	0.00487259	0.0345625	0.00507075	0.0177909	0.00312205	0.0391986	0.486751	0.086365	0.279136	0.0738933	0.0346556	1.737443e-06	0	0	0.282181	0.216664	0.217941	0.283213	4	0.999873	0.999968	1.00003	1.00013	0.8455696	0.00885267	0.201604	0.84832	0.359547	0.84557	1.404498
1343	1	-2545829	-2545841	11.60507	5.649597e+07	1	0.00749348	0.0177843	0.00567167	0.145249	0.00286857	0.134529	0.057224	0.163698	1.03512	0.00484944	0.00623917	0.0105987	0.0211663	0.00354487	0.0416321	0.0105491	0.0109605	0.213737	0.0550386	0.28718	0.305583	0.0975938	0.0408676	5.425039e-06	0	0	0.282615	0.217003	0.218201	0.282181	4	0.999831	0.999957	1.00004	1.00017	0.7057252	0.00795748	0.0032366	0.00122935	0.0228124	0.705725	1.679174
1344	0	-2546492	-2546514	21.74976	1e+08	0	0.0147225	0.0149234	0.00476679	0.121559	0.00255726	0.113084	0.0477668	0.136186	0.868617	0.00390718	0.00916512	0.00448059	0.00480645	0.0345035	0.00533882	0.0174843	0.0030474	0.00491606	0.281265	0.118842	0.36767	0.226291	0.0010164	4.264332e-06	0	0	0.282055	0.217091	0.217856	0.282999	4	0.999873	0.999968	1.00003	1.00013	0.8430177	0.0420494	0.181038	0.331045	0.0143454	0.843018	1.406917
1345	1	-2545829	-2545842	13.62083	1e+08	0	0.00743491	0.0179474	0.00561935	0.14501	0.00299207	0.134362	0.0565497	0.163043	1.04047	0.00485165	0.00615968	0.0108241	0.0212234	0.00354107	0.0412708	0.0104388	0.0106573	0.105078	0.0116912	0.0805811	0.345132	0.434108	0.0234097	7.385368e-06	0	0	0.282615	0.217003	0.218201	0.282181	4	0.999873	0.999968	1.00003	1.00013	0.7052522	0.227448	0.775566	0.503061	0.105061	0.705252	1.682398
